город,оценка,дата
Ялта,4.0,"Отзыв написан 24 июля, 2011, 20:53"
Каксинвай,3.0,"Отзыв написан 24 июля, 2011, 19:46"
Нижний Новгород,5.0,"Отзыв написан 22 июля, 2011, 15:31"
Нурлат,5.0,"Отзыв написан 21 июля, 2011, 10:55"
Дорожаево,4.0,"Отзыв написан 21 июля, 2011, 01:05"
Катангли,3.0,"Отзыв написан 21 июля, 2011, 00:05"
Эксталь,5.0,"Отзыв написан 20 июля, 2011, 22:11"
Нерюнгри,1.0,"Отзыв написан 20 июля, 2011, 18:28"
Нерюнгри,2.0,"Отзыв написан 20 июля, 2011, 18:20"
Верхняя Кондрата,5.0,"Отзыв написан 20 июля, 2011, 14:37"
Нижняя Кондрата,1.0,"Отзыв написан 20 июля, 2011, 14:32"
Кемпендяй,5.0,"Отзыв написан 20 июля, 2011, 10:47"
Вилюйск,4.0,"Отзыв написан 20 июля, 2011, 04:36"
Тверь,3.0,"Отзыв написан 18 июля, 2011, 21:14"
Чакино,1.0,"Отзыв написан 18 июля, 2011, 10:09"
Орел,3.0,"Отзыв написан 18 июля, 2011, 00:28"
Саломатино,3.0,"Отзыв написан 17 июля, 2011, 14:41"
Шильда,3.0,"Отзыв написан 16 июля, 2011, 18:50"
Шильда,3.0,"Отзыв написан 16 июля, 2011, 18:48"
Приаргунск,1.0,"Отзыв написан 16 июля, 2011, 16:48"
Кондрово,3.0,"Отзыв написан 16 июля, 2011, 14:03"
Владивосток,5.0,"Отзыв написан 15 июля, 2011, 14:47"
Лермонтов,5.0,"Отзыв написан 15 июля, 2011, 14:43"
Заковряшино,5.0,"Отзыв написан 14 июля, 2011, 08:16"
Кневицы,3.0,"Отзыв написан 14 июля, 2011, 01:00"
Сочи,1.0,"Отзыв написан 11 июля, 2011, 13:18"
Сандогора,5.0,"Отзыв написан 11 июля, 2011, 12:59"
Барабинск,3.0,"Отзыв написан 10 июля, 2011, 21:37"
Мийнала,3.0,"Отзыв написан 10 июля, 2011, 12:41"
Лев Толстой,5.0,"Отзыв написан 8 июля, 2011, 02:20"
Лев Толстой,3.0,"Отзыв написан 8 июля, 2011, 02:10"
Самара,1.0,"Отзыв написан 7 июля, 2011, 21:43"
Губкинский,3.0,"Отзыв написан 7 июля, 2011, 17:38"
Суадаг,1.0,"Отзыв написан 7 июля, 2011, 00:15"
Калининград,5.0,"Отзыв написан 6 июля, 2011, 13:21"
Санкт-Петербург,4.0,"Отзыв написан 6 июля, 2011, 00:20"
Петропавловск-Камчатский,5.0,"Отзыв написан 4 июля, 2011, 15:51"
Пеганово,3.0,"Отзыв написан 3 июля, 2011, 18:16"
Дербетовка,5.0,"Отзыв написан 3 июля, 2011, 17:17"
Пятигорск,5.0,"Отзыв написан 2 июля, 2011, 10:45"
Старая Берёзовка,5.0,"Отзыв написан 1 июля, 2011, 18:28"
Бежецк,3.0,"Отзыв написан 30 июня, 2011, 11:01"
Зубцов,2.0,"Отзыв написан 30 июня, 2011, 10:27"
Кашин,4.0,"Отзыв написан 30 июня, 2011, 10:24"
Калязин,3.0,"Отзыв написан 30 июня, 2011, 10:23"
Заозёрный,3.0,"Отзыв написан 29 июня, 2011, 22:10"
Заозёрный,2.0,"Отзыв написан 29 июня, 2011, 22:05"
Углич,3.0,"Отзыв написан 29 июня, 2011, 00:14"
Майкоп,5.0,"Отзыв написан 28 июня, 2011, 22:28"
Краснодар,5.0,"Отзыв написан 28 июня, 2011, 22:26"
Красный Яр,5.0,"Отзыв написан 28 июня, 2011, 18:28"
Ворша,5.0,"Отзыв написан 28 июня, 2011, 16:45"
Аларь,3.0,"Отзыв написан 28 июня, 2011, 10:34"
Абганерово,3.0,"Отзыв написан 28 июня, 2011, 08:45"
Аксай,3.0,"Отзыв написан 28 июня, 2011, 08:37"
Перегрузное,2.0,"Отзыв написан 28 июня, 2011, 08:29"
Ковалевка,3.0,"Отзыв написан 28 июня, 2011, 08:21"
Самохино,3.0,"Отзыв написан 28 июня, 2011, 08:16"
Самохино,2.0,"Отзыв написан 28 июня, 2011, 08:04"
Советский,2.0,"Отзыв написан 28 июня, 2011, 07:54"
Костомукша,3.0,"Отзыв написан 28 июня, 2011, 01:03"
Синявское,3.0,"Отзыв написан 27 июня, 2011, 11:29"
Секирино,3.0,"Отзыв написан 26 июня, 2011, 21:21"
Лепша,5.0,"Отзыв написан 26 июня, 2011, 13:01"
Кневицы,3.0,"Отзыв написан 26 июня, 2011, 10:37"
Ульяновск,1.0,"Отзыв написан 25 июня, 2011, 20:28"
Шеми,5.0,"Отзыв написан 24 июня, 2011, 18:17"
Киржач,4.0,"Отзыв написан 24 июня, 2011, 11:16"
Александров,4.0,"Отзыв написан 24 июня, 2011, 11:02"
Новопокровская,3.0,"Отзыв написан 24 июня, 2011, 09:36"
Присальский,2.0,"Отзыв написан 22 июня, 2011, 12:18"
Андреевская,2.0,"Отзыв написан 22 июня, 2011, 12:08"
Малая Лучка,2.0,"Отзыв написан 22 июня, 2011, 11:58"
Алдабульский,1.0,"Отзыв написан 22 июня, 2011, 11:49"
Нефтекумск,3.0,"Отзыв написан 21 июня, 2011, 16:23"
Астрахань,5.0,"Отзыв написан 21 июня, 2011, 13:20"
Заветное,3.0,"Отзыв написан 21 июня, 2011, 12:52"
Оренбург,3.0,"Отзыв написан 20 июня, 2011, 16:08"
Глазок,3.0,"Отзыв написан 19 июня, 2011, 21:09"
Павловская,3.0,"Отзыв написан 19 июня, 2011, 01:13"
Зензели,5.0,"Отзыв написан 18 июня, 2011, 20:11"
Добрик,3.0,"Отзыв написан 17 июня, 2011, 02:41"
Таганрог,4.0,"Отзыв написан 15 июня, 2011, 18:15"
Чебоксары,4.0,"Отзыв написан 15 июня, 2011, 16:02"
Ярославль,4.0,"Отзыв написан 15 июня, 2011, 15:44"
Первоуральск,2.0,"Отзыв написан 15 июня, 2011, 14:10"
Санкт-Петербург,5.0,"Отзыв написан 15 июня, 2011, 14:08"
Казань,5.0,"Отзыв написан 15 июня, 2011, 13:55"
Чернышковский,3.0,"Отзыв написан 15 июня, 2011, 12:49"
Нижнегнутов,3.0,"Отзыв написан 15 июня, 2011, 12:40"
Морской,3.0,"Отзыв написан 15 июня, 2011, 12:33"
Захаров,3.0,"Отзыв написан 15 июня, 2011, 12:22"
Волоцкий,3.0,"Отзыв написан 15 июня, 2011, 12:13"
Большетерновой,3.0,"Отзыв написан 15 июня, 2011, 12:05"
Басакин,3.0,"Отзыв написан 15 июня, 2011, 11:54"
Алешкин,3.0,"Отзыв написан 15 июня, 2011, 11:47"
Сосенский,3.0,"Отзыв написан 14 июня, 2011, 13:16"
Шалегово,5.0,"Отзыв написан 14 июня, 2011, 13:09"
Саранск,3.0,"Отзыв написан 14 июня, 2011, 11:18"
Чучково,5.0,"Отзыв написан 14 июня, 2011, 09:24"
Волма,3.0,"Отзыв написан 13 июня, 2011, 14:24"
Новая Ляля,4.0,"Отзыв написан 12 июня, 2011, 23:18"
Большой Ляждур,5.0,"Отзыв написан 12 июня, 2011, 18:48"
Махачкала,5.0,"Отзыв написан 9 июня, 2011, 22:14"
Карам,1.0,"Отзыв написан 9 июня, 2011, 19:13"
Салым,4.0,"Отзыв написан 9 июня, 2011, 13:17"
Ямное,3.0,"Отзыв написан 9 июня, 2011, 09:00"
Магадан,4.0,"Отзыв написан 8 июня, 2011, 20:17"
Карачаевск,5.0,"Отзыв написан 8 июня, 2011, 17:59"
Солтон,3.0,"Отзыв написан 8 июня, 2011, 11:49"
Маслянское,5.0,"Отзыв написан 8 июня, 2011, 09:53"
Миллерово,1.0,"Отзыв написан 7 июня, 2011, 10:33"
Камышевская,3.0,"Отзыв написан 5 июня, 2011, 11:25"
Сурск,5.0,"Отзыв написан 4 июня, 2011, 22:45"
Секирино,3.0,"Отзыв написан 3 июня, 2011, 10:52"
Кемерово,3.0,"Отзыв написан 3 июня, 2011, 06:31"
Ейск,5.0,"Отзыв написан 1 июня, 2011, 13:59"
Волгодонск,4.0,"Отзыв написан 1 июня, 2011, 13:56"
Тула,4.0,"Отзыв написан 1 июня, 2011, 10:50"
Нижний Тагил,4.0,"Отзыв написан 31 мая, 2011, 16:56"
Омутнинск,3.0,"Отзыв написан 31 мая, 2011, 16:45"
Сульца,5.0,"Отзыв написан 31 мая, 2011, 13:09"
Вожега,3.0,"Отзыв написан 31 мая, 2011, 11:14"
Сальское,5.0,"Отзыв написан 31 мая, 2011, 10:28"
Верхний Карабут,3.0,"Отзыв написан 31 мая, 2011, 00:51"
Черноморовский,3.0,"Отзыв написан 30 мая, 2011, 16:27"
Громославка,3.0,"Отзыв написан 30 мая, 2011, 15:54"
Кежма,3.0,"Отзыв написан 30 мая, 2011, 14:44"
Мураевня,5.0,"Отзыв написан 29 мая, 2011, 00:58"
Торжок,1.0,"Отзыв написан 28 мая, 2011, 19:06"
Солтон,5.0,"Отзыв написан 27 мая, 2011, 15:30"
Рузаевка,5.0,"Отзыв написан 27 мая, 2011, 10:04"
Рузаевка,3.0,"Отзыв написан 27 мая, 2011, 10:03"
Маныч-Балабинка,3.0,"Отзыв написан 26 мая, 2011, 13:48"
Свобода,3.0,"Отзыв написан 25 мая, 2011, 15:24"
Веселый,3.0,"Отзыв написан 25 мая, 2011, 14:50"
Красное Знамя,3.0,"Отзыв написан 25 мая, 2011, 13:33"
Казачий,3.0,"Отзыв написан 25 мая, 2011, 13:19"
Карповка,3.0,"Отзыв написан 25 мая, 2011, 13:11"
Позднеевка,3.0,"Отзыв написан 25 мая, 2011, 13:00"
Красный Кут,3.0,"Отзыв написан 25 мая, 2011, 12:52"
Красный Октябрь,3.0,"Отзыв написан 25 мая, 2011, 12:43"
Красный Маныч,3.0,"Отзыв написан 25 мая, 2011, 12:26"
Арпачин,3.0,"Отзыв написан 25 мая, 2011, 11:01"
Липецк,4.0,"Отзыв написан 25 мая, 2011, 10:54"
Маргаритовка,4.0,"Отзыв написан 25 мая, 2011, 03:03"
Чебачий,3.0,"Отзыв написан 24 мая, 2011, 14:28"
Новозолотовская,3.0,"Отзыв написан 24 мая, 2011, 14:20"
Калининград,5.0,"Отзыв написан 24 мая, 2011, 14:05"
Калининград,5.0,"Отзыв написан 23 мая, 2011, 12:48"
Белая Холуница,5.0,"Отзыв написан 21 мая, 2011, 21:48"
Хабаровск,4.0,"Отзыв написан 21 мая, 2011, 18:43"
Заводоуковск,4.0,"Отзыв написан 21 мая, 2011, 09:19"
Великий Устюг,3.0,"Отзыв написан 20 мая, 2011, 15:10"
Алчедат,5.0,"Отзыв написан 19 мая, 2011, 07:26"
Сураж,5.0,"Отзыв написан 17 мая, 2011, 20:26"
Бобров,3.0,"Отзыв написан 15 мая, 2011, 19:53"
Гунда,3.0,"Отзыв написан 15 мая, 2011, 06:06"
Сочи,3.0,"Отзыв написан 11 мая, 2011, 11:16"
Стемасы,3.0,"Отзыв написан 11 мая, 2011, 08:24"
Балаково,5.0,"Отзыв написан 10 мая, 2011, 22:13"
Красный,3.0,"Отзыв написан 10 мая, 2011, 11:05"
Усьман,3.0,"Отзыв написан 10 мая, 2011, 10:42"
Елкин,3.0,"Отзыв написан 10 мая, 2011, 10:08"
Кудинов,3.0,"Отзыв написан 10 мая, 2011, 09:49"
Павло-Куракино,5.0,"Отзыв написан 8 мая, 2011, 15:38"
Челябинск,5.0,"Отзыв написан 7 мая, 2011, 21:58"
Фролово,2.0,"Отзыв написан 7 мая, 2011, 21:05"
Наро-Фоминск,5.0,"Отзыв написан 6 мая, 2011, 18:47"
Сухая Чемровка,3.0,"Отзыв написан 6 мая, 2011, 18:28"
Сухая Чемровка,3.0,"Отзыв написан 6 мая, 2011, 16:31"
Муравленко,3.0,"Отзыв написан 5 мая, 2011, 07:06"
Кириши,3.0,"Отзыв написан 4 мая, 2011, 23:19"
Сергач,5.0,"Отзыв написан 4 мая, 2011, 10:48"
Красноярский,3.0,"Отзыв написан 4 мая, 2011, 09:23"
Новоаксайский,3.0,"Отзыв написан 4 мая, 2011, 09:07"
Генераловский,3.0,"Отзыв написан 4 мая, 2011, 08:51"
Пермь,4.0,"Отзыв написан 3 мая, 2011, 12:13"
Заливский,3.0,"Отзыв написан 2 мая, 2011, 17:57"
Дорофеевский,2.0,"Отзыв написан 2 мая, 2011, 15:58"
Пугачевская,2.0,"Отзыв написан 2 мая, 2011, 15:51"
Чиганаки,1.0,"Отзыв написан 2 мая, 2011, 15:45"
Нижнеяблочный,2.0,"Отзыв написан 2 мая, 2011, 15:31"
Верхнеяблочный,2.0,"Отзыв написан 2 мая, 2011, 15:21"
Тула,1.0,"Отзыв написан 2 мая, 2011, 10:47"
Калининград,5.0,"Отзыв написан 30 апреля, 2011, 23:34"
Улан-Удэ,3.0,"Отзыв написан 30 апреля, 2011, 05:34"
Алексин,1.0,"Отзыв написан 29 апреля, 2011, 17:41"
Алексин,1.0,"Отзыв написан 29 апреля, 2011, 17:26"
Алексин,1.0,"Отзыв написан 29 апреля, 2011, 17:24"
Алексин,3.0,"Отзыв написан 29 апреля, 2011, 17:21"
Еделево,4.0,"Отзыв написан 29 апреля, 2011, 00:42"
Парамонов,3.0,"Отзыв написан 27 апреля, 2011, 20:32"
Тольятти,5.0,"Отзыв написан 27 апреля, 2011, 19:11"
Белгород,3.0,"Отзыв написан 27 апреля, 2011, 19:00"
Подлесное,3.0,"Отзыв написан 27 апреля, 2011, 15:24"
Великий Новгород,2.0,"Отзыв написан 27 апреля, 2011, 14:18"
Плёс,5.0,"Отзыв написан 27 апреля, 2011, 00:06"
Плёс,5.0,"Отзыв написан 27 апреля, 2011, 00:02"
Плёс,3.0,"Отзыв написан 26 апреля, 2011, 23:59"
Поперечный,3.0,"Отзыв написан 26 апреля, 2011, 09:29"
Пимено-Черни,3.0,"Отзыв написан 26 апреля, 2011, 09:21"
Нижние Черни,3.0,"Отзыв написан 26 апреля, 2011, 09:15"
Небыков,3.0,"Отзыв написан 26 апреля, 2011, 09:08"
Дарганов,3.0,"Отзыв написан 26 апреля, 2011, 09:00"
Выпасной,3.0,"Отзыв написан 26 апреля, 2011, 08:47"
Краснодар,3.0,"Отзыв написан 25 апреля, 2011, 12:15"
Томск,5.0,"Отзыв написан 24 апреля, 2011, 16:54"
Плёс,5.0,"Отзыв написан 23 апреля, 2011, 12:10"
Каменногорск,1.0,"Отзыв написан 22 апреля, 2011, 16:14"
Заозерное,4.0,"Отзыв написан 20 апреля, 2011, 15:12"
Бугульма,2.0,"Отзыв написан 19 апреля, 2011, 20:50"
Конопляновка,3.0,"Отзыв написан 18 апреля, 2011, 20:37"
Мокрый Гашун,3.0,"Отзыв написан 18 апреля, 2011, 13:17"
Нижний Новгород,5.0,"Отзыв написан 18 апреля, 2011, 11:55"
Карабула,3.0,"Отзыв написан 17 апреля, 2011, 05:47"
Коломна,4.0,"Отзыв написан 16 апреля, 2011, 16:33"
Печоры,3.0,"Отзыв написан 16 апреля, 2011, 15:33"
Псков,4.0,"Отзыв написан 16 апреля, 2011, 15:28"
Лениногорск,3.0,"Отзыв написан 16 апреля, 2011, 08:50"
Короча,3.0,"Отзыв написан 15 апреля, 2011, 23:05"
Короча,3.0,"Отзыв написан 15 апреля, 2011, 23:05"
Саратов,3.0,"Отзыв написан 15 апреля, 2011, 00:21"
Сомовка,5.0,"Отзыв написан 14 апреля, 2011, 22:01"
Сомовка,5.0,"Отзыв написан 14 апреля, 2011, 22:01"
Сомовка,5.0,"Отзыв написан 14 апреля, 2011, 22:00"
Малоярославец,5.0,"Отзыв написан 14 апреля, 2011, 16:55"
Выборг,5.0,"Отзыв написан 14 апреля, 2011, 09:30"
Краснокамск,5.0,"Отзыв написан 13 апреля, 2011, 21:16"
Борисоглебск,5.0,"Отзыв написан 12 апреля, 2011, 23:30"
Апанасовка,5.0,"Отзыв написан 12 апреля, 2011, 19:26"
Волгодонск,3.0,"Отзыв написан 12 апреля, 2011, 15:36"
Обливская,3.0,"Отзыв написан 12 апреля, 2011, 13:22"
Манычстрой,3.0,"Отзыв написан 12 апреля, 2011, 12:01"
Манычская,3.0,"Отзыв написан 12 апреля, 2011, 11:34"
Каменоломни,3.0,"Отзыв написан 12 апреля, 2011, 09:47"
Вислый,3.0,"Отзыв написан 12 апреля, 2011, 09:33"
Быстрянский,3.0,"Отзыв написан 12 апреля, 2011, 09:23"
Багаевское,3.0,"Отзыв написан 12 апреля, 2011, 09:08"
Боровск,3.0,"Отзыв написан 11 апреля, 2011, 10:49"
Химки,3.0,"Отзыв написан 11 апреля, 2011, 09:45"
Тула,5.0,"Отзыв написан 9 апреля, 2011, 16:13"
Усть-Донецкий,3.0,"Отзыв написан 8 апреля, 2011, 13:00"
Синявское,3.0,"Отзыв написан 8 апреля, 2011, 12:52"
Семичный,3.0,"Отзыв написан 8 апреля, 2011, 12:40"
Самбек,3.0,"Отзыв написан 8 апреля, 2011, 12:33"
Сальский Кагальник,3.0,"Отзыв написан 8 апреля, 2011, 12:27"
Ремонтное,3.0,"Отзыв написан 8 апреля, 2011, 12:12"
Раздорская,3.0,"Отзыв написан 8 апреля, 2011, 12:03"
Паршиков,3.0,"Отзыв написан 8 апреля, 2011, 11:50"
Малоорловский,3.0,"Отзыв написан 8 апреля, 2011, 11:41"
Лозной,3.0,"Отзыв написан 8 апреля, 2011, 11:33"
Лозновская,3.0,"Отзыв написан 8 апреля, 2011, 11:23"
Лагутники,3.0,"Отзыв написан 8 апреля, 2011, 11:13"
Осиновая Речка,3.0,"Отзыв написан 8 апреля, 2011, 10:36"
Крымский,3.0,"Отзыв написан 7 апреля, 2011, 17:02"
Крутой,3.0,"Отзыв написан 7 апреля, 2011, 16:58"
Красноярская,3.0,"Отзыв написан 7 апреля, 2011, 16:50"
Комаров,3.0,"Отзыв написан 7 апреля, 2011, 16:43"
Помоздино,5.0,"Отзыв написан 7 апреля, 2011, 15:47"
Помоздино,3.0,"Отзыв написан 7 апреля, 2011, 15:38"
Комсомольский,3.0,"Отзыв написан 7 апреля, 2011, 15:37"
Сусат,3.0,"Отзыв написан 7 апреля, 2011, 13:13"
Титов,3.0,"Отзыв написан 7 апреля, 2011, 13:04"
Рябичев,3.0,"Отзыв написан 7 апреля, 2011, 12:49"
Ясырев,3.0,"Отзыв написан 7 апреля, 2011, 12:42"
Морозов,3.0,"Отзыв написан 7 апреля, 2011, 12:34"
Пирожок,3.0,"Отзыв написан 7 апреля, 2011, 12:28"
Большовская,3.0,"Отзыв написан 7 апреля, 2011, 12:21"
Дубенцовская,3.0,"Отзыв написан 7 апреля, 2011, 12:13"
Нурлат,1.0,"Отзыв написан 7 апреля, 2011, 09:48"
Нурлат,3.0,"Отзыв написан 7 апреля, 2011, 09:41"
Николаевская,3.0,"Отзыв написан 7 апреля, 2011, 09:28"
Богоявленская,3.0,"Отзыв написан 7 апреля, 2011, 09:04"
Бессергеневская,3.0,"Отзыв написан 7 апреля, 2011, 08:46"
Западная Двина,4.0,"Отзыв написан 6 апреля, 2011, 17:05"
Западная Двина,3.0,"Отзыв написан 6 апреля, 2011, 17:04"
Новобессергеневка,3.0,"Отзыв написан 6 апреля, 2011, 14:06"
Верхнекундрюченская,3.0,"Отзыв написан 6 апреля, 2011, 13:14"
Ажинов,3.0,"Отзыв написан 6 апреля, 2011, 12:35"
Большое Замошье,5.0,"Отзыв написан 5 апреля, 2011, 09:56"
Красный Сулин,3.0,"Отзыв написан 4 апреля, 2011, 19:30"
Чистяково,3.0,"Отзыв написан 4 апреля, 2011, 15:25"
Советская,3.0,"Отзыв написан 4 апреля, 2011, 15:07"
Боковская,3.0,"Отзыв написан 4 апреля, 2011, 13:52"
Базковская,3.0,"Отзыв написан 4 апреля, 2011, 10:09"
Кружилинский,3.0,"Отзыв написан 4 апреля, 2011, 09:42"
Каргинская,3.0,"Отзыв написан 4 апреля, 2011, 09:35"
Моздок,3.0,"Отзыв написан 3 апреля, 2011, 12:31"
Погорелов,3.0,"Отзыв написан 1 апреля, 2011, 23:41"
Погорелов,3.0,"Отзыв написан 1 апреля, 2011, 23:41"
Калининская,3.0,"Отзыв написан 1 апреля, 2011, 23:27"
Голубинка,3.0,"Отзыв написан 1 апреля, 2011, 23:20"
Хорошевская,3.0,"Отзыв написан 1 апреля, 2011, 22:55"
Терновская,3.0,"Отзыв написан 1 апреля, 2011, 22:44"
Антонов,3.0,"Отзыв написан 1 апреля, 2011, 22:37"
Константиновск,3.0,"Отзыв написан 1 апреля, 2011, 22:32"
Нижнежуравский,3.0,"Отзыв написан 1 апреля, 2011, 21:47"
Цимлянск,3.0,"Отзыв написан 1 апреля, 2011, 21:35"
Верхнегнутов,3.0,"Отзыв написан 1 апреля, 2011, 13:46"
Чекалов,3.0,"Отзыв написан 1 апреля, 2011, 13:20"
Николаев,3.0,"Отзыв написан 1 апреля, 2011, 13:08"
Знаменка,3.0,"Отзыв написан 1 апреля, 2011, 12:48"
Климовск,4.0,"Отзыв написан 1 апреля, 2011, 03:58"
Рошаль,1.0,"Отзыв написан 1 апреля, 2011, 03:34"
Псков,3.0,"Отзыв написан 31 марта, 2011, 22:27"
Чехов,5.0,"Отзыв написан 31 марта, 2011, 11:54"
Бараники,3.0,"Отзыв написан 31 марта, 2011, 10:44"
Новый Маныч,3.0,"Отзыв написан 31 марта, 2011, 10:33"
Екатериновка,3.0,"Отзыв написан 31 марта, 2011, 10:16"
Шаблиевка,3.0,"Отзыв написан 31 марта, 2011, 10:07"
Ростов-на-Дону,3.0,"Отзыв написан 31 марта, 2011, 09:41"
Романовская,3.0,"Отзыв написан 31 марта, 2011, 09:16"
Брянск,3.0,"Отзыв написан 31 марта, 2011, 00:27"
Виноградный,3.0,"Отзыв написан 30 марта, 2011, 15:29"
Семикаракорск,3.0,"Отзыв написан 30 марта, 2011, 15:13"
Кочетовская,3.0,"Отзыв написан 30 марта, 2011, 14:41"
Вербовый Лог,3.0,"Отзыв написан 30 марта, 2011, 13:50"
Гашун,3.0,"Отзыв написан 30 марта, 2011, 13:11"
Шахты,3.0,"Отзыв написан 30 марта, 2011, 12:23"
Старочеркасская,3.0,"Отзыв написан 30 марта, 2011, 11:16"
Удомля,3.0,"Отзыв написан 29 марта, 2011, 22:10"
Новосиль,3.0,"Отзыв написан 29 марта, 2011, 20:46"
Тормосин,3.0,"Отзыв написан 29 марта, 2011, 19:38"
Нижний Чир,3.0,"Отзыв написан 29 марта, 2011, 16:34"
Кутейниковская,3.0,"Отзыв написан 29 марта, 2011, 16:18"
Зимовники,3.0,"Отзыв написан 29 марта, 2011, 11:48"
Морозовск,3.0,"Отзыв написан 29 марта, 2011, 10:13"
Таганрог,4.0,"Отзыв написан 29 марта, 2011, 09:48"
Шукавка,3.0,"Отзыв написан 29 марта, 2011, 09:35"
Бараново,3.0,"Отзыв написан 28 марта, 2011, 23:48"
Камешково,5.0,"Отзыв написан 28 марта, 2011, 20:58"
Буденновская,3.0,"Отзыв написан 28 марта, 2011, 19:31"
Котельников,2.0,"Отзыв написан 28 марта, 2011, 12:25"
Нагавская,3.0,"Отзыв написан 28 марта, 2011, 12:14"
Нагольный,2.0,"Отзыв написан 28 марта, 2011, 11:58"
Веселый,2.0,"Отзыв написан 28 марта, 2011, 11:28"
Котельниково,2.0,"Отзыв написан 28 марта, 2011, 11:12"
Азов,3.0,"Отзыв написан 28 марта, 2011, 10:47"
Белая Калитва,3.0,"Отзыв написан 28 марта, 2011, 10:34"
Нижняя Тура,2.0,"Отзыв написан 27 марта, 2011, 18:47"
Заводоуковск,3.0,"Отзыв написан 27 марта, 2011, 18:16"
Мариинская,3.0,"Отзыв написан 24 марта, 2011, 22:27"
Заветное,3.0,"Отзыв написан 24 марта, 2011, 22:10"
Махачкала,3.0,"Отзыв написан 24 марта, 2011, 19:40"
Таганрог,3.0,"Отзыв написан 24 марта, 2011, 12:38"
Нижневартовск,4.0,"Отзыв написан 23 марта, 2011, 18:47"
Сальск,3.0,"Отзыв написан 23 марта, 2011, 15:11"
Дубовское,3.0,"Отзыв написан 23 марта, 2011, 13:35"
Рыбновск,3.0,"Отзыв написан 22 марта, 2011, 06:34"
Самара,2.0,"Отзыв написан 21 марта, 2011, 09:52"
Ульяновск,3.0,"Отзыв написан 21 марта, 2011, 09:11"
Ульяновск,3.0,"Отзыв написан 21 марта, 2011, 09:11"
Ульяновск,3.0,"Отзыв написан 21 марта, 2011, 09:08"
Вековка,5.0,"Отзыв написан 19 марта, 2011, 14:15"
Мальчевская,5.0,"Отзыв написан 18 марта, 2011, 21:55"
Москва,5.0,"Отзыв написан 17 марта, 2011, 08:41"
Братск,4.0,"Отзыв написан 17 марта, 2011, 08:15"
Котельниково,2.0,"Отзыв написан 17 марта, 2011, 05:58"
Котельниково,5.0,"Отзыв написан 13 марта, 2011, 15:08"
Чита,5.0,"Отзыв написан 13 марта, 2011, 11:04"
Ртищево,5.0,"Отзыв написан 11 марта, 2011, 16:10"
Чита,1.0,"Отзыв написан 10 марта, 2011, 07:17"
Канаш,4.0,"Отзыв написан 9 марта, 2011, 23:40"
Оренбург,3.0,"Отзыв написан 8 марта, 2011, 13:42"
Тукса,3.0,"Отзыв написан 7 марта, 2011, 19:15"
Морозовка,3.0,"Отзыв написан 7 марта, 2011, 14:00"
Биробиджан,5.0,"Отзыв написан 7 марта, 2011, 04:50"
Терса,3.0,"Отзыв написан 5 марта, 2011, 15:14"
Краснощеково,3.0,"Отзыв написан 4 марта, 2011, 21:59"
Краснощеково,3.0,"Отзыв написан 4 марта, 2011, 21:57"
Краснощеково,3.0,"Отзыв написан 4 марта, 2011, 21:55"
Талнах,3.0,"Отзыв написан 4 марта, 2011, 11:10"
Чебоксары,3.0,"Отзыв написан 4 марта, 2011, 10:25"
Красноярск,5.0,"Отзыв написан 3 марта, 2011, 19:28"
Великий Новгород,3.0,"Отзыв написан 3 марта, 2011, 13:30"
Орск,4.0,"Отзыв написан 3 марта, 2011, 00:58"
Салехард,3.0,"Отзыв написан 1 марта, 2011, 12:23"
Карасуль,5.0,"Отзыв написан 1 марта, 2011, 10:49"
Белово,5.0,"Отзыв написан 28 февраля, 2011, 10:14"
Угольные Копи,3.0,"Отзыв написан 26 февраля, 2011, 16:35"
Новостепное,3.0,"Отзыв написан 26 февраля, 2011, 14:39"
Удомля,2.0,"Отзыв написан 26 февраля, 2011, 12:31"
Никольск,5.0,"Отзыв написан 25 февраля, 2011, 20:09"
Чапаевск,4.0,"Отзыв написан 25 февраля, 2011, 13:41"
Чапаевск,4.0,"Отзыв написан 25 февраля, 2011, 13:29"
Мценск,1.0,"Отзыв написан 24 февраля, 2011, 13:31"
Чиньяворык,5.0,"Отзыв написан 24 февраля, 2011, 11:22"
Нижняя Тура,4.0,"Отзыв написан 23 февраля, 2011, 14:39"
Старое Славкино,5.0,"Отзыв написан 22 февраля, 2011, 18:22"
Ипатово,3.0,"Отзыв написан 22 февраля, 2011, 13:44"
Жигулёвск,3.0,"Отзыв написан 21 февраля, 2011, 18:16"
Бирючья Коса,3.0,"Отзыв написан 21 февраля, 2011, 14:06"
Тумнин,3.0,"Отзыв написан 21 февраля, 2011, 08:46"
Согорки,5.0,"Отзыв написан 21 февраля, 2011, 06:05"
Борищево,3.0,"Отзыв написан 19 февраля, 2011, 19:27"
Головчино,3.0,"Отзыв написан 19 февраля, 2011, 15:28"
Кумылженская,3.0,"Отзыв написан 19 февраля, 2011, 11:51"
Омск,5.0,"Отзыв написан 19 февраля, 2011, 00:43"
Мирный,3.0,"Отзыв написан 17 февраля, 2011, 21:36"
Архангельск,4.0,"Отзыв написан 17 февраля, 2011, 11:25"
Хромцово,5.0,"Отзыв написан 16 февраля, 2011, 20:04"
Елань-Коленовский,3.0,"Отзыв написан 15 февраля, 2011, 21:16"
Эльбурган,3.0,"Отзыв написан 15 февраля, 2011, 20:21"
